alias,office_code,office_name,confidence,support,total,all_votes,example_registration_id
青铜峡市第一中学,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024101800000039
青铜峡市第一中学后门在建工地门口,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025071800000023
青铜峡市第一中学商店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024101800000039
青铜峡市第一中学夜市市场,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025060400000003
青铜峡市第一幼儿园对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025040600000010
青铜峡市第一幼儿园旁,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025082800000095
青铜峡市第一幼儿园旁发生时间：8月28日消费金额：23.48,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025082800000095
青铜峡市第三小学对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025052000000051
青铜峡市第六中学对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025020500000139
青铜峡市第六中学旁边,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025081500000013
青铜峡市第六中学附近,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025121900000027
青铜峡市第六小学东侧,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025030100000014
青铜峡市第六小学门口,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024082000000037
青铜峡市第四小学校园门口,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025041600000008
青铜峡市粮贸小区北门商店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071100000001
青铜峡市粮贸小区北门商店发生时间：7月10日消费金额：18元,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071100000001
青铜峡市粮贸小区对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025021100000023
青铜峡市粮贸小区门口,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071600000029
青铜峡市紫芸谷主题音乐餐吧,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024100400000040
青铜峡市紫薇小区,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025022100000005
青铜峡市紫薇小区南门,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025102300000040
青铜峡市紫薇小区南门发生时间：10月23日消费金额：4元,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025102300000040
青铜峡市红果果水果店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002024120154155396
青铜峡市红果果水果店青铜峡市建民小区南门东50米,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002024120154155396
青铜峡市红梅美容美发院,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024072900000015
青铜峡市纤手美甲店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024072500000076
青铜峡市纯开壹号音乐会所,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024081900000072
青铜峡市美丽道美容生活馆,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025010330142909
青铜峡市美得亨超市青铜峡市永庆路与109国道交叉口东320米,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024101014197775
青铜峡市老一中东边,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025033100000008
青铜峡市老广场中国移动手机店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025031600000039
青铜峡市老广场发生时间：7月22日消费金额：17元,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025072200000014
青铜峡市老广场发生时间：9月27日消费金额：79,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025092900000028
青铜峡市老广场处,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025012700000013
青铜峡市老广场新宁百货对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025030700000034
青铜峡市老广场附近“OPPO专卖店”,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025053000000061
青铜峡市老张瓜果蔬菜店,QTX_YESHENG,叶盛市场监管所,1.0,1,1,"{""叶盛市场监管所"": 1}",1640381002025102312290924
青铜峡市老张瓜果蔬菜店青铜峡市联丰路与兴盛街交叉口西南20米,QTX_YESHENG,叶盛市场监管所,1.0,1,1,"{""叶盛市场监管所"": 1}",1640381002025102312290924
青铜峡市老电影院,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025012600000043
青铜峡市老电影院旁边,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025012600000043
青铜峡市老苗月饼,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025012200000018
青铜峡市老苗月饼商户,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025012200000018
青铜峡市职业教育中心,QTX_DABA,大坝市场监管所,1.0,1,1,"{""大坝市场监管所"": 1}",51640300002025021800000025
青铜峡市职业教育中心餐厅内水果超市,QTX_DABA,大坝市场监管所,1.0,1,1,"{""大坝市场监管所"": 1}",51640300002025021800000025
青铜峡市联塑管道商户,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024123000000082
青铜峡市聚香缘餐厅,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024071600000011
青铜峡市艾山南街长滩路粮食储备库,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024071600000003
青铜峡市艾山街粮食储备库,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024092300000001
青铜峡市花千树美发店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024071500000068
青铜峡市花开半夏音乐餐吧,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024093000000049
青铜峡市苏小满麻辣烫羊杂碎店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024092300000048
青铜峡市英伦庄园,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025070900000002
青铜峡市英伦庄园北门,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024120200000088
青铜峡市英伦庄园发生时间：7月8日消费金额：3元,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025070900000002
青铜峡市英伦庄园小区东门,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025032800000075
青铜峡市英伦庄园小区东门固定摊贩,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025032800000075
青铜峡市荣昌五金建材经销部,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024091839313207
青铜峡市荷花园,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024111100000006
青铜峡市荷花园北门,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024111100000006
青铜峡市莲湖农场,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025051800000037
青铜峡市莲湖农场惠民药业店,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025052100000036
青铜峡市菲洋果蔬超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025060664370997
青铜峡市菲洋果蔬超市青铜峡市大成欧景名邸163号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025060664370997
青铜峡市蒋顶村十字路口附近,QTX_DABA,大坝市场监管所,1.0,1,1,"{""大坝市场监管所"": 1}",51640300002025071900000001
青铜峡市蒋顶村十字路口附近发生时间：7月19日早晨8:50分,QTX_DABA,大坝市场监管所,1.0,1,1,"{""大坝市场监管所"": 1}",51640300002025071900000001
青铜峡市薇薇美容美发店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024072500000062
青铜峡市虞盔香酥鸡肉饼店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002024122872722605
青铜峡市蜜雪冰城饮品商城店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024081500000002
青铜峡市蜜雪冰城饮品新百店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024102800000011
青铜峡市蜜雪冰城饮品龙海店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024083000000029
青铜峡市蜜雪冰城（正科店）,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025042000000003
青铜峡市裕民街81号“马克良品”店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025060100000016
青铜峡市裕民街古峡街中心广场48号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071400000017
青铜峡市裕民街古峡街中心广场48号发生时间：7月13日夜间消,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071400000017
青铜峡市裕民街道26号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071400000006
青铜峡市裕民街道“伊呀呀”,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025051600000019
青铜峡市裕民街道利民东街,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024102800000116
青铜峡市裕民街道利民东街86号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025022674609330
青铜峡市裕民街道北环西路112号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025071128091437
青铜峡市裕民街道南苑社区东南拐角第一间,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024110400000020
青铜峡市裕民街道古峡东街121号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024071600000048
青铜峡市裕民街道古峡东街19-2号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025062529061469
青铜峡市裕民街道古峡东街9幢21-1号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025052096922636
青铜峡市裕民街道古峡东街9幢21-3号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002024122872722605
青铜峡市裕民街道古峡东街小坝夜市4-2号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024093000000011
青铜峡市裕民街道古峡东街（小坝夜市）4-2,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024093000000011
青铜峡市裕民街道古峡中街9幢21-1号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024111900000017
青铜峡市裕民街道古峡广场西北角,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024071500000051
青铜峡市裕民街道古峡西街10-3号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024111100000015
青铜峡市裕民街道古峡西街13号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024080500000012
青铜峡市裕民街道古峡西街235号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024082100000014
青铜峡市裕民街道古峡西街与西环路交叉口正北方100米,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025040400000003
青铜峡市裕民街道商城4#楼4-3号房,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024081200000002
青铜峡市裕民街道商城南门,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024081900000036
青铜峡市裕民街道小坝汉廷西区裕民街2＃楼44号房,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025081304952685
青铜峡市裕民街道建民南路1-3号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002024110764520166
青铜峡市裕民街道建民街124号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024081200000069
青铜峡市裕民街道张岗市场,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025071136475749
青铜峡市裕民街道文化北街262、268号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024090300000023
青铜峡市裕民街道文化北路,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025010330142909
青铜峡市裕民街道文化南街,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025030849158407
青铜峡市裕民街道文化南街10-12,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024090200000008
青铜峡市裕民街道文化南街10-12号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024090200000008
青铜峡市裕民街道文化南街48-6号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025070500000023
青铜峡市裕民街道文化南街48-6号商家,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025070500000023
青铜峡市裕民街道文化南路53号-vivo官方授权体验店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025122100000027
青铜峡市裕民街道文化街28号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024072900000015
青铜峡市裕民街道新民街21号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002024072396034812
青铜峡市裕民街道新民街26号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025040833057860
青铜峡市裕民街道新民路物源小区西侧约30米,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024110400000020
青铜峡市裕民街道朔方街47号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025052522936742
青铜峡市裕民街道朔方街86号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025041640847202
青铜峡市裕民街道步行街71-1号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024112055475088
青铜峡市裕民街道步行街营业楼一楼1号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024071500000053
青铜峡市裕民街道永丰北路106号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025060900000026
青铜峡市裕民街道永丰南街,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024091700000027
青铜峡市裕民街道永丰南街81号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025122065336566
青铜峡市裕民街道永丰南路92号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024072500000076
青铜峡市裕民街道永丰街道42号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025011999507047
青铜峡市裕民街道永庆街37号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025111105117752
青铜峡市裕民街道汉坝西街103号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024081200000064
青铜峡市裕民街道汉坝西街9号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024112100000023
青铜峡市裕民街道灞上御景2-1号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024090300000025
青铜峡市裕民街道裕民街,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024071800000011
青铜峡市裕民街道裕民街109号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024081300000024
青铜峡市裕民街道裕民街37号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002024020560946514
青铜峡市裕民街道裕民街95号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024081500000002
青铜峡市裕民街道裕民街北号-小坝商城二楼西厅1号鞋区,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024090200000134
青铜峡市裕民街道裕民西街79号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002024120293277902
青铜峡市裕民街道阳光灞上御景1栋1层1-9号,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025060833628451
青铜峡市西环路电厂路口处,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025030800000005
青铜峡市观嘉园西门口无牌（大肉店）,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024082300000007
青铜峡市解放街131号,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002024080500000013
青铜峡市解放街131号友谊餐厅,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002024080500000013
青铜峡市解放街193,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002024090700000040
青铜峡市解放西街218号,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002024081900000053
青铜峡市豪泰酒店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025072800000040
青铜峡市豪食佳黑鸭脖店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025032490694808
青铜峡市贵中缘烧烤吧,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024080800000009
青铜峡市贺兰雪山泉水业有限公司,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025071400000028
青铜峡市越秀湾小区西门对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025082100000036
青铜峡市越秀湾小区西门对面发生时间：8月21日,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025082100000036
青铜峡市越秀湾西门,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025020500000050
青铜峡市跳跳虎梦幻儿童城堡游乐园,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024092000000063
青铜峡市转盘路“刹车大王”店铺,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025052100000042
青铜峡市转盘路中石油加油站旁边,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024112500000051
青铜峡市辣动时代自助火锅,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025121100000002
青铜峡市辣小嘴麻辣烫店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025121839571285
青铜峡市迎春园小区,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024111400000042
青铜峡市连湖农场南环路,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002024072600000024
青铜峡市连湖农场发生时间：近期,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025091600000056
青铜峡市连湖农场琳琳商店东侧的无名商店,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025061500000032
青铜峡市连湖殿宝综合商店,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002024071700000048
青铜峡市邮政局,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025041400000001
青铜峡市邮政局附近“小牛电动车”,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025041400000001
青铜峡市邵刚镇,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025071000000010
青铜峡市邵刚镇五金日杂装饰材料,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025071000000010
青铜峡市邵刚镇玉泉村,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025071100000044
青铜峡市邵刚镇甘城子村十字路口处,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002024081200000046
青铜峡市邵岗镇-同乐二村村部,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002024072500000055
青铜峡市邵岗镇“樊海兵家庭农场”发生时间：2025年9月16,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025091700000039
青铜峡市邵岗镇中国石油加油站,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025050600000009
青铜峡市邵岗镇农业银行对面,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025080100000025
青铜峡市邵岗镇农业银行对面发生时间：5月1日消费金额：180,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025080100000025
青铜峡市邵岗镇十字路口西北角,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",1640381002025080841335881
青铜峡市邵岗镇发生时间：10月8日早晨10点48分消费金额,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025100800000036
青铜峡市邵岗镇发生时间：6月22日11：25分消费金额,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025070200000030
青铜峡市邵岗镇发生时间：8月12日消费金额：4元,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025081200000045
青铜峡市邵岗镇同乐二村小学旁边的商店,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002024072500000055
青铜峡市邵岗镇同富村南区扶贫产业园发生时间：12月16日消费,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025121700000042
青铜峡市邵岗镇永涵村村部对面,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025051500000007
青铜峡市邵岗镇湘女烤馍商铺,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025072900000091
青铜峡市邵岗镇甘城子发生时间：11月10日消费金额：150元,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025111200000016
青铜峡市邵岗镇甘城子村发生时间：6月30日消费金额：40元,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025070200000009
青铜峡市邵岗镇绍南村部,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025100700000021
青铜峡市邵岗镇达美医药对面,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025060500000049
青铜峡市邵岗镇达美医药对面“刘胖子便利店”,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025060500000049
青铜峡市金保超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024111602060630
青铜峡市金域水岸北门,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025011700000009
青铜峡市金宏盈超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024083023495874
青铜峡市金小喵锡纸米线店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025122655675208
青铜峡市金岸一品25-7,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025021979010808
青铜峡市金岸一品26-3,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024122984284303
青铜峡市金岸一品2期7-32,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025121100000052
青铜峡市金岸一品2期7-32发生时间：2025年12月4日消,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025121100000052
青铜峡市金岸一品2期康乐街123号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024100500000002
青铜峡市金岸一品7-13号商贸房,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025032490694808
